Tag,MayRank,TotalRank,QuestionsInMay,QuestionsTotal
"session-state","4054","2611","4","1553"
"rack","4049","2726","4","1471"
"cvs","4003","2727","4","1470"
"polymorphic-associations","4035","3422","4","1080"
"webdav","4065","3377","4","1103"
"lift","4022","3388","4","1097"
"angularjs-controller","3999","3314","4","1128"
"propel","4047","3326","4","1124"
"porting","4033","3327","4","1124"
"mahout","4025","3226","4","1174"
"linq-to-objects","4023","2975","4","1300"
"yacc","4068","2985","4","1296"
"protobuf-net","4046","2993","4","1293"
"smalltalk","4053","2913","4","1336"
"mobile-website","4044","3182","4","1192"
"data-access-layer","4004","3109","4","1226"
"php-5.3","4030","3141","4","1211"
"libxml2","4021","3066","4","1248"
"nsmanagedobjectcontext","4040","3039","4","1268"
"haxe","4016","3097","4","1231"
"apex-code","3998","3076","4","1241"
"state-machines","4062","4243","4","804"
"swingworker","4060","4244","4","804"
"google-earth","4014","4255","4","802"
"macvim","4026","4118","4","838"
"backwards-compatibility","4000","4116","4","838"
"hang","4015","4080","4","849"
"file-extension","4009","4098","4","844"
"multitasking","4042","4169","4","823"
"look-and-feel","4029","4180","4","819"
"glassfish-4","4013","4181","4","819"
"propertygrid","4048","4139","4","831"
"nsfetchrequest","4037","3831","4","930"
"uiinterfaceorientation","4063","3794","4","941"
"context-free-grammar","4006","3768","4","948"
"nsoperation","4038","3785","4","944"
"playframework-2.3","4032","3756","4","952"
"relative","4050","3902","4","907"
"tapestry","4058","3924","4","899"
"modx","4045","3945","4","892"
"openerp-7","4036","3970","4","885"
"delete-operator","4005","3964","4","887"
"weblogic-10.x","4066","4001","4","875"
"file-descriptor","4008","3996","4","877"
"android-appwidget","3997","3978","4","882"
"insert-update","4017","4044","4","861"
"uikeyboard","4064","4032","4","864"
"magicalrecord","4024","4018","4","867"
"zend-db","4069","3508","4","1039"
"ejb-3.1","4002","3498","4","1044"
"worksheet-function","4070","3537","4","1028"
"ebean","4001","3574","4","1013"
"resque","4052","3545","4","1025"
"flash-player","4010","3578","4","1012"
"rubymine","4055","3585","4","1010"
"extjs5","4011","3615","4","1001"
"scons","4056","3682","4","980"
"knockout-2.0","4020","3716","4","966"
"magento-1.8","4028","3704","4","971"
"wcf-data-services","4067","2212","4","1905"
"compass-sass","4007","2193","4","1920"
"mef","4043","2054","4","2099"
"kohana","4019","1970","4","2198"
"nhibernate-mapping","4041","1901","4","2295"
"adt","3996","1785","4","2485"
"positioning","4034","1819","4","2434"
"symfony-1.4","4059","1837","4","2413"
"restkit","4051","1651","4","2740"
"plone","4031","1637","4","2776"
"magento-1.7","4027","1366","4","3445"
"windows-mobile","4072","1422","3","3267"
"entity-framework-5","4112","1216","3","3924"
"drupal-6","4122","1278","3","3694"
"flex3","4113","1621","3","2810"
"iis-6","4104","1598","3","2866"
".net-2.0","4132","1767","3","2510"
"sql-server-2000","4080","1760","3","2528"
"kineticjs","4098","2020","3","2135"
"ruby-on-rails-3.2","4082","728","3","6991"
"ios8","4100","551","3","9434"
"windows-phone-7","4071","277","3","19992"
"extjs3","4109","3703","3","971"
"jogl","4102","3733","3","961"
"uiactionsheet","4078","3725","3","963"
"dalvik","4120","3738","3","959"
"flags","4114","3744","3","956"
"cpan","4119","3642","3","994"
"gdata","4108","3584","3","1010"
"irc","4099","3552","3","1023"
"slickgrid","4084","3505","3","1040"
"yii-extensions","4073","4021","3","866"
"flush","4116","4045","3","860"
"jdialog","4101","4009","3","872"
"taglib","4081","3995","3","878"
"postfix-mta","4095","3910","3","905"
"intentservice","4103","3781","3","945"
"nsoperationqueue","4092","3819","3","934"
"movieclip","4087","3820","3","934"
"cocoa-bindings","4118","3848","3","925"
"fluent","4115","4148","3","829"
"boost-thread","4127","4121","3","837"
"antlr3","4130","4099","3","844"
"kohana-3","4097","4096","3","845"
"universal-image-loader","4075","4097","3","844"
"watch-os-2","4074","4090","3","846"
"prefix","4086","4074","3","851"
"automake","4125","4075","3","850"
"myisam","4088","4057","3","856"
"boot2docker","4128","4058","3","855"
"easymock","4121","4229","3","808"
"rails-migrations","4085","4193","3","815"
"http-live-streaming","4105","4213","3","811"
"vbo","4076","4220","3","810"
"smartgwt","4083","3073","3","1244"
"expressionengine","4111","3078","3","1240"
"nsxmlparser","4093","3038","3","1270"
"nsmutabledictionary","4091","3067","3","1248"
"appdomain","4131","3118","3","1223"
"durandal","4123","2924","3","1329"
"tridion","4079","3263","3","1157"
"httphandler","4106","3258","3","1159"
"openui5","4094","3245","3","1162"
"mxml","4089","3335","3","1122"
"cakephp-2.3","4126","3418","3","1081"
"ng-grid","4090","3433","3","1072"
"viewstate","4077","2674","3","1512"
"com-interop","4117","2698","3","1495"
"dispose","4124","2659","3","1520"
"paintcomponent","4096","2798","3","1416"
"angularjs-service","4129","2776","3","1430"
"facebook-c#-sdk","4110","2325","3","1789"
"glassfish-3","4107","2541","3","1613"
"iad","4153","2555","2","1597"
"netbeans-7","4170","2552","2","1599"
"extjs4.1","4148","2342","2","1768"
"flash-cs5","4146","2379","2","1743"
"silverlight-5.0","4183","2755","2","1448"
"rcp","4180","2846","2","1382"
"wcf-ria-services","4196","2605","2","1556"
"friend","4144","3440","2","1070"
"network-protocols","4171","3417","2","1082"
"remoting","4182","3425","2","1079"
"playframework-2.2","4166","3398","2","1092"
"language-design","4161","3383","2","1100"
"radgrid","4178","3402","2","1090"
"markup","4163","3336","2","1122"
"retina-display","4187","3290","2","1137"
"uploadify","4195","3294","2","1136"
"python-3.3","4176","3313","2","1129"
"joomla1.5","4156","3206","2","1181"
"windows-server-2003","4202","3119","2","1222"
"quartz-graphics","4179","3101","2","1228"
"mongodb-java","4173","4228","2","808"
"reportingservices-2005","4181","4081","2","848"
"delphi-xe5","4141","4130","2","834"
"thinking-sphinx","4190","4138","2","831"
"jsf-1.2","4162","4136","2","832"
"mfmailcomposeviewcontroll","4174","4170","2","822"
"pylons","4177","4173","2","821"
"xmlreader","4199","3868","2","918"
"listadapter","4164","3874","2","917"
"long-polling","4165","3793","2","942"
"simplecursoradapter","4184","3776","2","946"
"jboss5.x","4160","3917","2","901"
"asp.net-2.0","4139","3892","2","912"
"highlighting","4152","3960","2","889"
"unsigned","4194","3994","2","878"
"transactionscope","4192","4003","2","874"
"uiactivityindicatorview","4188","4019","2","867"
"void-pointers","4197","4020","2","866"
"bookmarklet","4136","3529","2","1031"
"factory-pattern","4150","3482","2","1050"
"unobtrusive-validation","4193","3586","2","1010"
"glib","4151","3598","2","1005"
"jfilechooser","4157","3599","2","1005"
"facebook-page","4149","3641","2","994"
"objectify","4169","3612","2","1002"
"class-design","4143","3681","2","980"
"custom-attributes","4140","3671","2","984"
"tortoisehg","4191","3655","2","990"
"java-2d","4158","3708","2","969"
"cocos2d-iphone","4142","514","2","10428"
"ios5","4155","446","2","12059"
"xcode6","4201","806","2","6232"
"blackberry","4135","597","2","8645"
"xcode4","4200","904","2","5524"
"internet-explorer-7","4154","1151","2","4176"
"firefox-addon-sdk","4145","2076","2","2073"
"cakephp-1.3","4137","2073","2","2078"
"osx-mavericks","4168","2135","2","2003"
"osx-yosemite","4167","2194","2","1919"
"zend-form","4198","2165","2","1956"
"aptana","4134","2301","2","1811"
"java-ee-6","4159","2262","2","1854"
"mootools","4172","1726","2","2595"
"andengine","4133","1906","2","2288"
"prototypejs","4175","1664","2","2716"
"asp.net-membership","4138","1452","2","3202"
"sharepoint-2007","4185","1500","2","3083"
"facebook-fql","4147","1494","2","3088"
"tfs2010","4189","1296","2","3654"
"sencha-touch-2","4186","1223","2","3894"
"winrt-xaml","4203","1226","2","3890"
"microsoft-metro","4224","1220","1","3906"
"symfony1","4213","1193","1","4011"
"actionbarsherlock","4259","1405","1","3326"
"android-tabhost","4256","2005","1","2148"
"core-plot","4239","2249","1","1867"
"yui","4206","2302","1","1810"
"facelets","4234","2307","1","1807"
"actionscript-2","4260","2160","1","1965"
"tfs2012","4211","2190","1","1923"
"ruby-on-rails-3.1","4219","927","1","5347"
"asp.net-mvc-2","4251","604","1","8553"
"dbi","4243","3720","1","965"
"drawrect","4248","3662","1","988"
"box-api","4253","3663","1","987"
"robotium","4218","3613","1","1002"
"playframework-2.1","4227","3614","1","1001"
"nant","4225","3541","1","1026"
"django-south","4245","3542","1","1026"
"dart-polymer","4244","3565","1","1016"
"dvcs","4246","3985","1","880"
"sqldatasource","4215","3956","1","890"
"scalaz","4221","3957","1","890"
"tail-recursion","4212","3946","1","892"
"dynamic-data","4247","3941","1","893"
"delphi-2009","4242","3925","1","898"
"isolatedstorage","4230","3878","1","915"
"spray","4216","3863","1","920"
"android-4.2-jelly-bean","4257","4142","1","830"
"usability","4210","4100","1","844"
"anonymous-types","4254","4102","1","842"
"sunspot","4214","4120","1","837"
"form-for","4237","4106","1","841"
"ria","4217","4051","1","858"
"abaddressbook","4258","4214","1","811"
"listactivity","4228","4199","1","814"
"css-sprites","4240","4211","1","812"
"enthought","4236","4212","1","812"
"angularjs-routing","4255","3103","1","1227"
"webmatrix","4208","3111","1","1225"
"xul","4207","2900","1","1345"
"unicorn","4209","3205","1","1181"
"egit","4249","3237","1","1169"
"rspec2","4220","3269","1","1152"
"comet","4238","3325","1","1125"
"sitecore6","4223","3382","1","1100"
"html-entities","4232","3357","1","1110"
"jdo","4231","3360","1","1109"
"enterprise-library","4235","2609","1","1553"
"google-glass","4233","2610","1","1553"
"osx-mountain-lion","4226","2697","1","1496"
"selenium-rc","4222","2847","1","1381"
"cruisecontrol.net","4241","2848","1","1381"
"blackberry-10","4252","2862","1","1371"
"asp.net-4.0","4250","2869","1","1361"
"ireport","4229","2878","1","1354"
"winjs","4204","2437","1","1688"
"windows-vista","4205","2567","1","1584"
